composition,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Cr1.78 Mn1.05,6.371,0.0692,0.629,248.947,1.8669,5.4831,0.9682,85.318,-0.0981,0.2052,1934.7527,3.6622,7.0145,0.0056
Ag1 Co1 Hf1 Ti1,8.0,0.3625,19.0,138.0,-14.75,11.5257,1.7075,44.75,-0.0735,0.1686,1862.4825,4.5525,7.2775,0.1326
Al0.71 Ti0.59,3.4538,0.0382,15.8385,90.8769,-29.7444,5.7274,3.0191,34.3331,-0.0289,0.0659,1390.7336,4.0362,6.3681,0.0024
Fe0.68 Mn0.86 Nb1.32 Pd1.27 Ti0.13,7.3427,0.3963,10.9155,145.8005,-32.8665,12.0242,1.1673,46.3897,-0.0472,0.1172,2052.0595,4.926,7.5503,0.1498
Co1.07 Nb0.26,8.218,0.2253,16.8947,188.6692,-15.7273,4.1078,1.0867,67.7669,-0.026,0.0469,1959.9699,5.0117,7.6617,0.0247
Mo0.99 N0.6 Ni1.16,7.4691,0.7935,51.5273,268.2582,-65.784,8.8466,2.0479,83.9855,-0.0654,0.1299,1785.24,5.395,8.9494,0.3757
Co0.82 Cr1.25,7.1884,0.1329,1.8116,251.2705,-3.8274,5.5821,0.9636,99.1546,-0.0186,0.0389,2016.7923,4.2149,7.2083,0.0232
Fe1 Mo1 Nb1 Ti1 V1,5.6,0.408,12.4,177.8,-8.48,13.3809,1.538,68.2,-0.085,0.1934,2316.2,5.766,7.0668,0.1022
Co1 Cr1 Ni1 Sc1,7.0,0.3425,27.25,190.5,-19.75,11.5257,1.65,73.75,-0.0811,0.1706,1872.5,4.05,7.2125,0.0968
Co1.61 Fe0.36 Mo1.68 Si0.72 Ti1.93,6.0397,0.3101,22.9302,200.9667,-31.6725,12.2631,2.1387,74.7032,-0.0744,0.1661,2114.9984,5.2001,7.3819,0.1112
Au1 Co1 Fe1 Mn1 V1,6.8,0.654,12.8,164.8,-6.88,13.3809,1.006,55.2,-0.0735,0.1521,1723.666,4.14,7.8378,0.2437
Al0.47 Co1.23 Cr1.11 Mg0.65 Mo1.42 Nb1.25 Ni1.72,6.6764,0.4882,14.3185,200.1707,-9.217,15.6004,1.3539,75.4052,-0.1182,0.2165,2057.9746,5.0057,7.2176,0.1166
Cu0.79 Ni1.91 Pd1.07 Ti1.38,8.5456,0.3304,13.1068,150.3398,-30.7426,11.0975,1.595,56.5276,-0.0355,0.0706,1749.0703,4.2899,7.5804,0.1051
Al1.37 Au0.81 Co0.44,4.626,0.5971,16.7863,95.8168,-19.4463,8.3271,2.0561,34.695,-0.0923,0.2725,1198.4776,3.669,7.3059,0.3377
C1.11 Co1.32 Cu1.63 Fe0.56 Ni0.87 Sn0.61,8.1754,0.535,49.4426,323.9246,-18.0845,14.3099,1.8622,80.2375,-0.1413,0.3316,1921.0154,4.5638,8.3683,0.1292
Co1.1 Cu1.26,10.0678,0.0107,1.6017,166.822,5.9724,5.7437,1.014,60.7449,-0.0215,0.0481,1548.9789,3.9095,7.7982,0.0002
Al0.93 Cu1.7 Fe1.84 Nb0.86 V1.67,6.98,0.1582,16.2114,139.7714,-3.973,12.9914,1.2956,55.0456,-0.0583,0.115,1788.4552,4.6158,7.1885,0.0318
Co1 Fe1 Mo1 Pd1 V1,7.6,0.31,7.6,199.6,-13.44,13.3809,1.066,75.6,-0.0536,0.1175,2097.21,4.938,7.593,0.0911
Co1 Cr1 Cu1 Fe1 Hf1 Ni1 V1,8.1429,0.43,27.0,185.8571,-11.5918,16.1783,1.1171,69.0429,-0.0644,0.1338,1933.3957,4.5757,7.3553,0.0839
Al0.61 Co0.81 Fe0.98 Mo0.91 Ni1.29,7.6783,0.2873,12.2261,212.2087,-10.0302,13.1383,1.4045,79.2159,-0.0607,0.1128,1878.4254,4.7247,7.4119,0.0513
Co1.52 Cu0.32 Fe0.15 Nb0.34 Ni0.31 V1.6,7.3585,0.1651,15.7311,163.5448,-12.3695,11.9917,1.0121,63.5462,-0.0206,0.0387,1970.985,4.924,7.3342,0.0337
Cr1.47 Ni1.36 Pd0.23 V1.89 Zr0.95,6.4356,0.5241,25.4186,176.4712,-22.2046,12.2192,1.0623,71.4593,-0.0758,0.1589,2054.6782,4.9491,7.0013,0.0867
Al1 Fe1 Nb1 Ni1 W1 Zn1,8.0,0.5333,14.8333,184.1667,-11.3333,14.8967,1.6683,71.05,-0.1611,0.4001,1935.025,4.9833,7.5908,0.1403
Cr0.96 Cu0.88 Fe1.8 Mo0.44 Ni1.36 Pd1.57 Ti1.27 W0.59,8.2029,0.4536,14.0744,198.2616,-14.8708,16.5873,1.3575,76.2812,-0.0832,0.1981,1994.0153,4.6526,7.6024,0.1182
Sc1 Zr1,3.5,0.015,1.0,84.0,4.0,5.7628,2.49,31.0,-0.002,0.0042,1971.0,4.9,6.598,0.0005
Al1 Ba1 Cr1 Fe1 Pd1 W1 Zr1,6.1429,0.8071,101.1429,171.2857,-11.7551,16.1783,1.5557,66.6143,-0.27,0.5972,1939.36,4.64,6.9574,0.43
Co1 Mg1 Ni1 Ti1,6.25,0.35,11.75,142.5,-12.0,11.5257,1.8075,53.0,-0.1054,0.2127,1590.0,3.7975,7.4988,0.1239
Al1 Co1 Cu1 Fe1 Li1 Pd1 Ta1,7.2857,0.72,18.5714,134.0,-12.4898,16.1783,1.3771,49.8286,-0.1535,0.2709,1634.5629,4.1629,7.302,0.2588
Au0.91 C1.78 Ni0.19 Re1.42 Ti0.91,6.3013,0.6313,46.6046,526.1036,-55.7007,12.0679,2.467,121.7678,-0.1643,0.2939,2915.9463,6.3439,9.0774,0.3298
Co1 Cu1 V1,8.3333,0.1733,5.0,155.6667,-1.3333,9.1339,0.9767,60.1,-0.0166,0.0342,1769.59,4.3967,7.451,0.0302
Al0.12 Cr1.92 Hf1.97 Ni1.75 Y0.53 Zr1.85,6.6499,0.3878,32.9767,170.2187,-25.91,13.2301,1.3971,61.2821,-0.1388,0.317,2106.7207,5.2026,6.8912,0.1264
Co1.65 Cr0.24 Mo0.4 Nb0.73 Ni0.21,7.5666,0.323,14.3622,204.9721,-16.6836,10.8811,1.1404,75.2477,-0.0536,0.1199,2157.6409,5.3913,7.4321,0.0585
Al1 Co1 Cr1 N1 Pd1 W1,7.1667,0.915,54.0,231.6667,-60.2222,14.8967,2.0333,76.8833,-0.1665,0.3816,1744.6117,4.9217,8.5615,0.4798
Co1 Cu1 Mo1 Ni1 Ta1 V1,8.3333,0.33,13.3333,197.0,-7.4444,14.8967,1.175,74.2167,-0.0417,0.0937,2203.795,5.425,7.497,0.0905
Al0.15 Fe1.48 Hf1.94 Ni0.1,7.8501,0.367,25.0627,169.5204,-24.6079,7.7492,1.5084,52.0722,-0.1002,0.244,2140.2563,5.1665,7.2472,0.1366
Cr1 Fe1 Mo1 Ti1 V1,5.8,0.396,12.2,212.6,-6.72,13.3809,1.458,83.6,-0.0633,0.1313,2202.2,5.072,7.0684,0.096
Cu1 Mn1 Ni1 Ti1 W1,8.4,0.508,14.0,211.0,-5.28,13.3809,1.534,72.86,-0.1547,0.4012,2048.154,4.92,7.4984,0.1809
Ag1.01 Co1.88 Nb1.78 Ni1.16,8.3242,0.2091,11.3225,153.6278,-7.4363,11.2417,1.1409,56.1063,-0.0638,0.1309,1967.5127,5.1214,7.4376,0.0391
Co1.47 Cr1.59 Mo1.17 Ti1.49 V0.37,6.1741,0.382,12.5977,222.6552,-12.1578,12.681,1.5519,85.4105,-0.0631,0.1307,2159.8161,4.9496,7.1133,0.0987
Al1 Mn1 Mo1 Ni1 Ta1 Ti1,6.5,0.4483,15.5,183.1667,-21.0,14.8967,1.8683,61.7167,-0.1142,0.2597,2051.245,5.0817,7.1462,0.117
Al1 Co1 Cu1 Fe1 Mn1 Nb1 Ti1,6.7143,0.1986,16.0,148.4286,-14.9388,16.1783,1.6414,49.8,-0.0692,0.1508,1725.7486,4.4086,7.2166,0.0444
Al1 Ni1 Y1,5.3333,0.36,38.0,111.3333,-40.4444,9.1339,2.0133,47.7667,-0.0844,0.1905,1486.8233,4.0867,6.6143,0.1596
Cr1 Cu1 Fe1 Mn1 Ni1 Zr1,7.6667,0.3667,27.8333,185.3333,-11.8889,14.8967,1.1117,64.8833,-0.0928,0.2024,1787.295,4.2933,7.3505,0.0873
Be1 Hf1,5.0,0.135,27.0,215.5,-37.0,5.7628,1.88,81.0,-0.1598,0.3964,2033.0,4.69,8.0735,0.0365
Al1 Au1 Mo1 Nb1 Ni1 Pd1,6.5,0.5367,17.0,150.5,-27.3333,14.8967,1.4733,55.2167,-0.149,0.3653,1912.1417,4.98,7.5078,0.2258
Al1.48 Cr1.33 Cu1.92 Ni0.54 Ta0.89,7.6218,0.2216,18.1526,161.9821,-5.7111,12.7191,1.562,62.8344,-0.1086,0.252,1744.9795,4.3398,7.117,0.0479
N1 V1,5.0,0.705,34.5,214.0,-143.0,5.7628,2.875,48.5,-0.0142,0.0307,1123.075,5.1,10.64,0.9941
Ag1.91 Al1.83 Co0.59 Cu0.28 Mn1.43 Nb1.96,6.8375,0.2267,15.7812,116.91,-4.4692,13.6463,1.5517,35.9666,-0.0416,0.115,1631.554,4.2954,7.0145,0.0495
Al1 Co1 Cr1 Hf1 Ni1,7.2,0.372,28.2,180.4,-29.92,13.3809,1.576,64.46,-0.1224,0.262,1823.094,4.462,7.0198,0.0969
Al0.17 Co1.78 Mn1.89 Ni0.5 Ti1.89 W1.37,7.3711,0.5642,15.2697,215.8487,-14.4427,13.3438,1.6573,71.8225,-0.1482,0.3903,2075.1684,4.9321,7.4467,0.1839
Cu0.42 Mn0.78,8.4,0.2275,0.65,174.2,3.64,5.3829,1.0325,39.655,-0.0114,0.0256,1462.5695,3.1195,7.5362,0.0557
Cr1.37 Fe1.29 Li1.8 Pd1.53,5.9499,0.6502,14.409,143.4641,-0.5108,11.4567,0.9883,56.4624,-0.2515,0.5598,1491.8659,3.3429,6.9993,0.4375
Au1.48 Co0.54 Cr0.88 V0.29 W0.77 Zr0.54,6.4111,0.7241,20.9889,195.1489,-14.7393,13.9053,1.1139,75.5511,-0.1838,0.45,2106.6019,5.227,7.8798,0.4044
Co1 Cr1 Fe1 Pd1 Ta1 Ti1,7.6667,0.4317,11.8333,187.0,-26.6667,14.8967,1.4267,71.5,-0.0533,0.1152,2136.3417,4.935,7.6008,0.1128
Au1 Si1,4.5,0.32,16.5,92.5,-30.0,5.7628,2.76,37.0,-0.0326,0.073,1512.165,4.215,8.6885,0.2048
C1 Co1 Fe1 Nb1 Ti1,6.0,0.67,52.8,338.2,-62.08,13.3809,2.07,81.8,-0.1354,0.334,2437.0,5.692,8.126,0.2582
Cr1 Fe1 Mn1 Nb1 Ti1 W1,6.6667,0.6033,11.5,220.0,-7.0,14.8967,1.4667,79.1667,-0.1496,0.3423,2316.0,5.4367,7.259,0.1643
Al1 Fe1 Ni1 Pd1 Ti1,7.0,0.382,16.2,143.6,-37.12,13.3809,1.842,54.46,-0.0721,0.1507,1648.304,4.164,7.3386,0.11
Fe1.47 Ni0.36,8.3934,0.0643,1.6066,208.8361,-1.2642,4.1223,1.0716,80.8197,-0.0004,0.0009,1794.6721,4.3115,7.8505,0.002
Al1 Cr1 Fe1 Mo1 Pd1,6.6,0.308,12.0,202.0,-17.44,13.3809,1.466,77.46,-0.1149,0.2325,1929.704,4.49,7.2182,0.1216
Co1.34 Cr1.53 Cu1.38 Fe1.54 Mo0.43 Ni1.39 V1.65 Zr1.71,7.3209,0.4237,26.8323,182.5597,-13.9098,16.8889,1.0964,70.839,-0.0658,0.1406,1937.5764,4.7944,7.2828,0.0925
Au1 Co1 Cu1 Fe1,8.25,0.5025,13.25,157.0,6.0,11.5257,1.02,58.075,-0.0687,0.1423,1568.525,3.99,8.1838,0.1696
Cu1 Mn1 Ni1 W1 Zr1,8.4,0.55,24.4,206.6,-11.36,13.3809,1.226,70.66,-0.1752,0.4558,2085.554,5.256,7.4596,0.2474
Ag1 Nb1 Ni1 Ta1 V1,8.0,0.216,15.0,140.4,-2.56,13.3809,1.192,54.0,-0.0515,0.1063,2237.186,5.674,7.3222,0.0604
Al1 Mn1,5.0,0.03,4.5,134.0,-19.0,5.7628,2.03,30.65,-0.0094,0.0201,1226.235,3.14,6.71,0.0018
Fe1 Mn1 Ni1 Re1 Ti1,8.0,0.206,14.8,237.6,-15.04,13.3809,1.538,83.0,-0.1504,0.3745,2091.6,4.878,7.5368,0.0554
Al1 Co1 Cr1 Ni1 Ti1,6.4,0.19,18.6,174.8,-25.92,13.3809,1.83,67.26,-0.0961,0.2049,1710.094,4.228,7.0204,0.0439
Cu1.81 Fe1.27 Mo0.61 Ni0.27 Ti0.33,8.7995,0.3492,16.8182,185.6037,7.1731,11.4165,1.2365,69.8841,-0.0537,0.1333,1778.8307,4.3618,7.6145,0.0418
Al1 Co1 Fe1 Pd1 Zr1,6.8,0.44,26.4,141.0,-45.28,13.3809,1.508,52.06,-0.087,0.1856,1693.704,4.49,7.348,0.1679
Cr1 Fe1 N1 Ni1 W1,7.8,0.88,51.4,280.2,-60.48,13.3809,1.882,94.8,-0.0858,0.185,1895.43,5.322,8.9414,0.4943
Au1 Co1 Fe1 Ni1 Re1 Si1,7.8333,0.5467,16.8333,211.3333,-14.5556,14.8967,1.6933,80.8333,-0.1406,0.3454,1965.055,4.9067,8.1133,0.1209
Co1 Fe1 Mn1 Ni1 Ti1,7.6,0.202,17.2,186.8,-16.64,13.3809,1.464,62.4,-0.046,0.0933,1753.4,4.176,7.537,0.0531
Ba0.64 Co0.68 Cu1.8 Ni0.64,8.9362,0.8362,104.9468,136.2872,1.8026,10.5148,1.208,50.4734,-0.131,0.2253,1434.0814,3.4621,7.3115,0.287
Al1 Fe1 Ni1 Ti1,6.25,0.1875,18.25,149.25,-29.25,11.5257,2.0625,57.075,-0.0772,0.161,1603.3675,4.2325,7.089,0.0463
Au1 Fe1 N1 Re1 Ta1 Zr1,7.0,1.0167,64.6667,222.0,-88.5556,14.8967,1.8933,71.5,-0.1962,0.5188,2014.7467,5.9167,9.011,0.7026
Re1 Zn1,11.5,0.125,1.5,285.5,8.0,5.7628,1.72,110.5,-0.151,0.3731,2075.84,4.625,8.637,0.0312
Au1.68 B0.87 Ba1.34 Cr0.22 Ta0.28,3.9932,0.9368,88.0957,148.8428,-31.3587,11.4411,1.7391,55.713,-0.4108,1.2489,1601.6274,3.7453,7.6084,0.9595
Ag1.78 Al0.84 Cr1.89 Fe0.77 Mn0.73,7.4393,0.1914,13.7404,173.188,11.8254,12.6251,1.2712,63.4829,-0.1706,0.3728,1598.3079,3.5357,7.1239,0.041
Co1 Mn1 Mo1 Nb1 Si1,6.2,0.342,18.6,189.6,-34.24,13.3809,1.862,63.0,-0.1075,0.2549,2124.0,5.266,7.4648,0.0988
Ag1 Co1 Cu1 Fe1 Ni1 Zr1,8.8333,0.4667,25.3333,154.5,-8.2222,14.8967,1.1233,57.3833,-0.0675,0.1361,1671.2833,4.3467,7.5598,0.089
Be0.67 Cr0.74 Fe1.29 Mn0.36 Nb1.93,5.6653,0.1693,26.2846,189.3527,-15.2129,12.1337,1.2627,73.1984,-0.101,0.2478,2174.1343,5.3041,7.4485,0.0216
Cu0.79 Fe1.37,9.0972,0.0444,1.2685,181.375,12.0627,5.4594,1.0317,69.6745,-0.0263,0.0543,1645.2353,3.9911,7.8376,0.0023
Cr1 Nb1 Sc1,4.6667,0.18,17.3333,152.6667,5.3333,9.1339,1.91,60.6667,-0.166,0.4047,2248.0,4.98,6.696,0.0336
Cr1 Cu1 Mo1 Ni1 V1,7.6,0.308,8.4,213.2,0.96,13.3809,1.074,83.26,-0.0594,0.1247,2068.954,4.832,7.1956,0.0747
Au1 Cr1 Mo1 Ti1 V1,5.2,0.634,10.4,186.0,-12.48,13.3809,1.448,72.6,-0.128,0.2726,2107.466,4.976,7.3332,0.2948
Mn1 Sn1,5.5,0.205,17.5,124.0,-7.0,5.7628,2.51,26.5,-0.0451,0.1029,1012.04,3.03,7.389,0.084
Fe0.32 Hf0.85 Mn0.11 Mo1.12 Nb0.67 Re0.36 Ti1.88,5.9661,0.478,18.7495,194.9699,-9.8894,13.9874,1.9942,68.2203,-0.1624,0.4241,2421.29,5.9285,7.0246,0.1689
Cr0.44 Cu0.19 Mo0.6 Ni1.36,8.4672,0.2647,10.5521,238.1699,-3.3977,9.726,1.1608,90.7865,-0.0314,0.0661,2048.2071,4.8639,7.3727,0.0498
Co1 Ta1,9.0,0.19,10.5,197.5,-24.0,5.7628,1.3,72.0,-0.0009,0.0017,2529.0,6.245,7.8855,0.0722
Co1 Cr1 Hf1 Nb1 Ni1 Re1,8.1667,0.4083,22.5,233.3333,-23.4444,14.8967,1.265,85.3333,-0.1497,0.3425,2398.5,5.7367,7.292,0.0959
B0.52 Fe0.11 Nb1.61 Ni1.84 Ta0.29 Ti1.84,6.2576,0.3297,49.3156,170.9565,-37.0125,12.4129,1.9252,64.3172,-0.1018,0.3104,2182.4879,5.6491,7.2424,0.07
Au1 Cu1 Fe1 Ti1 Zr1,6.4,0.712,19.0,125.8,-29.28,13.3809,1.514,46.86,-0.0722,0.1668,1715.02,4.59,7.6632,0.3372
Co0.15 Cr0.62 Fe0.47 Ni0.15 Ta0.21 Ti1.99,5.6212,0.284,15.0306,168.078,-15.0562,11.0405,2.1593,65.3315,-0.06,0.1697,2028.039,4.7996,7.0981,0.0335
Co1 Mg1 Mn1 Ni1 Si1,6.4,0.4,18.6,151.8,-24.48,13.3809,1.954,50.0,-0.1036,0.2099,1525.0,3.578,7.7504,0.1162
Cr0.82 Nb1.67 Ni1.73 Si1.4 V1.85 Zr0.48,5.9547,0.3872,28.7547,148.6604,-42.1966,14.2048,1.72,59.9157,-0.0643,0.1519,2112.117,5.4245,7.1861,0.056
Al1.29 Co1.74 N1.78 Pd0.79,6.4875,0.8083,41.2911,193.4911,-79.289,11.1572,2.6904,48.2834,-0.0719,0.1534,1042.3326,4.2411,9.6235,0.6706
Cu1.15 Fe0.58 Mo1.98 Ni0.49 Pd1.48 Re0.51 V1.49,8.0638,0.3378,10.3112,211.8789,-7.8568,15.1317,1.114,80.5697,-0.1008,0.2394,2202.4596,5.1918,7.51,0.0894
Al0.13 C1.7 Cr0.77 Fe1.73 Nb0.56 Ti1.27,5.4432,0.6279,46.7744,418.8442,-67.4284,13.2763,2.2999,97.4008,-0.1323,0.2715,2531.4206,5.5075,8.3211,0.3227
Cr0.44 Pd0.42 Zr0.94,5.8889,0.5863,19.2778,145.5222,-53.9037,8.5069,1.227,55.6111,-0.1313,0.3753,2070.7228,5.32,7.0639,0.2455
Al1 Au1 Co1 Fe1 Ni1 Ti1,6.5,0.655,16.3333,147.3333,-23.5556,14.8967,1.7133,55.05,-0.0903,0.1814,1586.4667,4.1867,7.5772,0.2091
Ba1.39 Hf1.94 Mn0.98 Nb1.82 Ni0.56 Zn1.8,7.2391,0.5505,92.6996,116.4865,7.1769,14.3095,1.6477,33.9894,-0.1206,0.241,1762.0452,4.147,7.2155,0.1696
Fe0.73 Ni0.75 Zr1.86,6.2216,0.3405,20.485,143.3743,-37.0738,8.2622,1.3197,53.3653,-0.0682,0.1844,1968.8952,5.5689,7.137,0.1456
Be1 Cr1 Mn1 Mo1 Ni1 Ta1,6.6667,0.435,23.1667,246.5,-12.4444,14.8967,1.3483,91.1667,-0.0715,0.1392,2195.5,4.9567,7.692,0.111
Al1.27 Co1.92 Cr0.78 Cu0.18 Mn1.0 Re1.28 Si1.61 V1.48,6.583,0.2089,14.2237,197.8519,-28.9935,16.3624,1.9064,73.3892,-0.162,0.4151,1934.6949,4.713,7.3561,0.0406
Fe1.44 Ni1.53 Zr0.47,8.343,0.4673,30.2442,190.1221,-19.1192,8.2877,1.159,72.6366,-0.0282,0.0486,1817.3953,4.6586,7.6122,0.0719
B1 Co1 Ni1 Ti1 Zr1,6.0,0.41,43.2,213.8,-52.8,13.3809,1.938,79.6,-0.1478,0.3676,1982.8,5.188,7.4562,0.1386
Hf1 Zn1,10.0,0.175,12.5,126.0,-24.0,5.7628,1.9,36.5,-0.0146,0.0317,1599.34,3.685,8.1095,0.0612
Al1.43 Co0.52 Cr1.66 Ni1.16 Zr0.9,6.0194,0.3363,30.5362,174.3422,-29.3873,12.8279,1.5968,67.9663,-0.1333,0.2808,1727.108,4.3952,6.8297,0.0702
Co0.89 Fe1.3 Mo0.37 Nb0.98 Ni1.76 Re0.25 W1.04,8.5402,0.4313,14.4962,239.7769,-12.0025,14.9967,1.2092,91.1517,-0.086,0.1969,2343.4249,5.8359,7.6073,0.1016
Li0.61 Mo1.65,4.6504,0.8615,9.4912,243.1681,38.6236,4.8485,1.2901,88.7442,-0.1972,0.3355,2236.7816,5.4192,6.6383,0.5488
Co1.46 Fe0.47 Hf1.41 Nb0.5 Pd0.4 V0.3 Zr1.0,7.2527,0.5868,18.4495,151.7419,-36.8081,14.8221,1.3146,50.0072,-0.0771,0.1695,2139.8971,5.4825,7.2591,0.1742
Al1 Co1 Mo1 Ti1,5.5,0.3625,14.75,181.0,-22.75,11.5257,2.115,66.325,-0.1267,0.2874,1884.6175,4.855,6.9485,0.1198
Cu0.3 W1.14,10.2083,0.3642,8.7083,352.4583,14.5139,4.2546,1.3404,137.5208,-0.0646,0.1108,3208.0771,7.7729,7.8352,0.0698
Al1 Cu1 Nb1 V1 W1,6.8,0.54,15.0,168.8,-2.72,13.3809,1.532,66.12,-0.1966,0.5389,2183.848,5.726,7.0162,0.1706
Au1 Cr1 Cu1 Nb1 Ni1,7.4,0.618,12.0,158.4,-9.44,13.3809,1.08,60.86,-0.1172,0.2693,1870.62,4.68,7.6236,0.222
Cr0.27 Cu1.23 Fe0.7 Mn0.97 Ni0.6 Si1.89,7.2615,0.271,10.4806,158.5194,-27.5452,13.65,2.2033,55.8726,-0.0527,0.1306,1629.8617,4.0005,7.7848,0.0362
Co1 Cr1 Mn1 Mo1 Nb1 Zn1,7.5,0.41,12.8333,204.6667,-4.8889,14.8967,1.2917,71.0,-0.1149,0.2487,1967.6133,4.525,7.5557,0.0885
Co0.11 Cu1.89 Mn1.98 Nb1.63 Ti0.7,7.3835,0.2276,12.6086,144.7036,-1.5965,11.5478,1.3241,41.4544,-0.0126,0.0294,1839.855,4.5316,7.2877,0.0485
Cr0.7 Nb1.91 V1.0 W1.18,6.3779,0.5577,11.1399,210.6117,-5.4137,10.9732,1.201,83.5198,-0.1456,0.3723,2781.1273,6.9187,7.0297,0.2042
Mo1 Sc1,4.5,0.4,11.5,201.5,11.0,5.7628,2.44,74.5,-0.151,0.373,2355.0,5.045,6.8305,0.32
C0.78 Fe1.94 Mo1.08 Pd1.98 Zr0.18,7.6577,0.7618,56.3725,308.7517,-33.0924,11.7459,1.4706,86.2987,-0.0983,0.2429,2298.2045,5.0831,8.3022,0.1441
Co1 Cr1 Mn1 V1,6.75,0.2,5.5,203.5,-6.0,11.5257,0.975,70.5,-0.0783,0.1732,1912.5,4.18,7.207,0.0299
Al1.24 Co1.42 Cu0.54 Mn1.37 Ni1.1,7.5891,0.1989,6.0441,166.6737,-13.4694,13.0069,1.4902,52.3358,-0.0798,0.1678,1478.4989,3.7335,7.2971,0.0506
Co1 Cr1 Fe1 Hf1 Mo1 Ta1,7.6667,0.4383,21.8333,226.3333,-14.4444,14.8967,1.2867,81.8333,-0.0697,0.1358,2408.5,5.6183,7.394,0.1532
Cu0.7 Mo1.75 Ni0.18 Sn1.26 Ta1.21 Zr1.14,6.4888,0.4736,23.1715,175.9567,-4.8127,13.7675,1.9138,64.3077,-0.1719,0.3673,2143.0609,5.8299,7.3028,0.2016
Al1 Cr1 Cu1 Zr1,6.0,0.295,26.5,143.25,-19.5,11.5257,1.605,55.65,-0.1592,0.3997,1649.81,4.37,6.7782,0.082
Sn1 Ti1,4.0,0.21,7.5,83.0,-21.0,5.7628,3.5,31.0,-0.0747,0.1759,1223.04,3.995,7.086,0.0882
Al0.87 Ba0.89 Cr1.08 Fe1.53 Y1.31,4.7606,0.586,95.9525,137.4049,6.3026,13.1783,1.6682,58.222,-0.2147,0.4229,1616.9083,3.6982,6.5826,0.2237
Au1 B1 Ba1 Cu1,5.25,0.9525,100.5,167.75,-24.75,11.5257,1.7525,62.575,-0.3872,1.0423,1511.025,3.61,7.6155,0.718
Ag1 Al1 Cu1 Fe1 Ni1,8.6,0.226,16.8,138.8,3.52,13.3809,1.446,52.52,-0.0904,0.1909,1413.034,3.704,7.366,0.0278
Al1 Co1 Cr1 Fe1 Mn1 Ni1,7.1667,0.19,6.6667,194.5,-11.8889,14.8967,1.37,68.2167,-0.0942,0.1915,1656.5783,3.915,7.2683,0.0387
Co1 Cr1 Fe1 Nb1 V1,6.6,0.16,14.2,186.4,-12.48,13.3809,1.044,73.4,-0.0578,0.1236,2138.4,5.13,7.211,0.0255
Al1 Be1 Co1 Cr1 Ta1 Ti1,5.5,0.2533,23.1667,191.1667,-23.5556,14.8967,1.9267,76.8833,-0.1114,0.2311,1945.4117,4.6933,7.4457,0.0308
Co1 Cr1 Cu1 Ni1 Zr1,8.0,0.406,27.0,182.4,-18.24,13.3809,1.12,69.46,-0.0751,0.1627,1832.354,4.59,7.3296,0.0994
Co0.71 Fe0.63 Si0.87,6.7466,0.0436,8.7738,169.4163,-35.301,9.0586,2.4096,65.9729,-0.0238,0.0554,1748.371,4.4531,7.9933,0.0017
Cu1.65 Mo0.45 Nb0.38 Ni1.68 Ta0.61 Ti1.96 V0.21,7.7709,0.4021,11.8602,159.3876,-14.8094,14.1174,1.7019,59.9589,-0.0487,0.1208,1982.8891,5.0037,7.3427,0.084
Al1 Co1 Fe1 Mn1 Mo1,6.6,0.354,12.0,203.4,-9.92,13.3809,1.506,67.66,-0.1178,0.2524,1785.494,4.354,7.2604,0.0941
Be1 Fe1 Mg1,4.0,0.26,20.3333,181.0,4.8889,9.1339,1.6867,77.0,-0.1688,0.3739,1431.3333,3.05,8.29,0.0901
Al1 N1,4.0,0.715,26.5,185.0,-92.0,5.7628,3.93,33.15,-0.0195,0.0427,498.31,4.125,10.26,1.0224
Al0.65 Cu0.1 Fe0.37 Pd1.76 Sc1.35 Ti0.98,6.0614,0.4474,24.7102,108.0825,-63.9582,12.9216,2.2679,40.6862,-0.0448,0.1144,1723.8101,3.8638,7.2573,0.2389
Ni1 V1 Zr1,6.3333,0.2933,20.6667,140.6667,-31.5556,9.1339,1.1833,55.3333,-0.0459,0.1011,2013.0,5.4267,7.0067,0.1122
Hf1 Pd1,9.0,0.45,10.0,132.5,-80.0,5.7628,1.36,37.0,-0.0165,0.0358,2167.025,4.955,7.581,0.405
Al1.26 Cu1.41 Mn0.64 Nb0.31 Ni0.29 Si1.88 Ta1.66 V1.74,6.4614,0.2073,18.0501,132.9064,-31.0711,15.9446,2.099,50.0045,-0.0396,0.0782,1942.0879,5.0106,7.3628,0.0537
Be1 Co1,5.5,0.155,10.0,248.0,-4.0,5.7628,1.515,103.5,-0.0337,0.0758,1664.0,3.875,8.6015,0.048
Ba1.1 Co0.17 Cr0.8 Nb1.8 Pd0.51,5.1667,0.6866,85.0457,119.5753,20.5418,11.6354,1.3721,45.911,-0.2514,0.641,2060.9282,4.8398,6.5992,0.3294
Ag1.78 Al0.18 Au1.03 Cr0.84 Fe1.1 Pd0.87,8.2431,0.5292,19.019,140.0707,5.9988,13.7757,1.0573,53.6248,-0.144,0.3591,1578.854,3.6735,7.8785,0.1722
